# MESSENGER FIPS field-of-view pixel to spherical coordinate mapping                  
# Created:                                                                            
#       X       Y         V_POLAR       V_AZIMUTH PIXEL_SOLID_ANG       PIXEL_EFF QUAL
#     [1]     [1]         Degrees         Degrees       Steradian             [1]  [1]
       42      22       6.741e+01       5.606e+01       4.773e-03       6.553e-01    0
       42      23       6.397e+01       5.364e+01       4.653e-03       6.425e-01    0
       42      24       6.088e+01       5.099e+01       4.528e-03       7.444e-01    0
       42      25       5.809e+01       4.807e+01       3.908e-03       6.181e-01    0
       42      26       5.557e+01       4.487e+01       4.064e-03       7.679e-01    0
       42      27       5.330e+01       4.135e+01       4.223e-03       1.087e+00    0
       42      28       5.127e+01       3.750e+01       4.372e-03       7.687e-01    0
       42      29       4.948e+01       3.331e+01       3.814e-03       8.309e-01    0
       42      30       4.795e+01       2.880e+01       4.220e-03       5.960e-01    0
       42      31       4.670e+01       2.397e+01       4.158e-03       8.718e-01    0
       42      32       4.575e+01       1.887e+01       4.116e-03       1.098e+00    0
       42      33       4.512e+01       1.356e+01       4.562e-03       0.000e+00    1
       42      34       4.484e+01       8.135e+00       4.562e-03       0.000e+00    1
       42      35       4.491e+01       2.676e+00       3.671e-03       0.000e+00    1
       42      36       4.533e+01       3.573e+02       4.179e-03       0.000e+00    1
       42      37       4.609e+01       3.521e+02       4.240e-03       0.000e+00    1
       42      38       4.717e+01       3.471e+02       4.326e-03       0.000e+00    1
       42      39       4.854e+01       3.424e+02       3.917e-03       0.000e+00    1
       42      40       5.017e+01       3.380e+02       4.259e-03       0.000e+00    1
       42      41       5.206e+01       3.339e+02       4.098e-03       0.000e+00    1
       42      42       5.418e+01       3.302e+02       4.209e-03       0.000e+00    1
       42      43       5.655e+01       3.268e+02       4.581e-03       0.000e+00    1
       42      44       5.918e+01       3.237e+02       4.416e-03       0.000e+00    1
       42      45       6.208e+01       3.209e+02       5.390e-03       0.000e+00    1
       42      46       6.531e+01       3.184e+02       4.640e-03       0.000e+00    1
       42      47       6.890e+01       3.160e+02       0.000e+00       0.000e+00    1
       42      48       7.290e+01       3.139e+02       0.000e+00       0.000e+00    1
       43      21       7.463e+01       5.569e+01       3.800e-03       3.407e-01    0
       43      22       7.069e+01       5.346e+01       4.893e-03       4.348e-01    0
       43      23       6.717e+01       5.104e+01       4.784e-03       4.777e-01    0
       43      24       6.403e+01       4.839e+01       4.954e-03       3.924e-01    0
       43      25       6.122e+01       4.550e+01       4.308e-03       6.206e-01    0
       43      26       5.871e+01       4.235e+01       4.215e-03       6.897e-01    0
       43      27       5.648e+01       3.894e+01       4.652e-03       7.934e-01    0
       43      28       5.452e+01       3.525e+01       3.802e-03       1.039e+00    0
       43      29       5.282e+01       3.127e+01       4.235e-03       7.624e-01    0
       43      30       5.139e+01       2.702e+01       3.933e-03       8.340e-01    0
       43      31       5.023e+01       2.253e+01       3.889e-03       6.573e-01    0
       43      32       4.935e+01       1.782e+01       4.103e-03       1.094e+00    0
       43      33       4.878e+01       1.295e+01       4.832e-03       0.000e+00    1
       43      34       4.853e+01       7.993e+00       4.343e-03       0.000e+00    1
       43      35       4.859e+01       3.008e+00       4.356e-03       0.000e+00    1
       43      36       4.898e+01       3.581e+02       4.151e-03       0.000e+00    1
       43      37       4.967e+01       3.533e+02       3.958e-03       0.000e+00    1
       43      38       5.066e+01       3.486e+02       3.767e-03       0.000e+00    1
       43      39       5.193e+01       3.442e+02       4.342e-03       0.000e+00    1
       43      40       5.347e+01       3.401e+02       4.169e-03       0.000e+00    1
       43      41       5.528e+01       3.362e+02       4.520e-03       0.000e+00    1
       43      42       5.735e+01       3.327e+02       4.342e-03       0.000e+00    1
       43      43       5.968e+01       3.294e+02       4.721e-03       0.000e+00    1
       43      44       6.231e+01       3.263e+02       5.106e-03       0.000e+00    1
       43      45       6.525e+01       3.235e+02       4.640e-03       0.000e+00    1
       43      46       6.854e+01       3.210e+02       0.000e+00       0.000e+00    1
       43      47       7.222e+01       3.186e+02       0.000e+00       0.000e+00    1
       44      22       7.438e+01       5.107e+01       3.510e-03       4.182e-01    0
       44      23       7.075e+01       4.865e+01       5.193e-03       1.541e-01    0
       44      24       6.752e+01       4.602e+01       4.534e-03       7.918e-01    0
       44      25       6.466e+01       4.318e+01       4.723e-03       6.836e-01    0
       44      26       6.213e+01       4.012e+01       4.094e-03       1.786e-01    0
       44      27       5.990e+01       3.681e+01       4.295e-03       2.864e-01    0
       44      28       5.797e+01       3.327e+01       4.484e-03       3.334e-01    0
       44      29       5.631e+01       2.950e+01       4.427e-03       4.560e-01    0
       44      30       5.492e+01       2.550e+01       4.110e-03       4.311e-01    0
       44      31       5.382e+01       2.130e+01       4.072e-03       6.401e-01    0
       44      32       5.300e+01       1.694e+01       4.821e-03       3.848e-01    0
       44      33       5.246e+01       1.244e+01       3.288e-03       0.000e+00    1
       44      34       5.222e+01       7.873e+00       3.805e-03       0.000e+00    1
       44      35       5.228e+01       3.288e+00       4.313e-03       0.000e+00    1
       44      36       5.264e+01       3.587e+02       4.090e-03       0.000e+00    1
       44      37       5.329e+01       3.543e+02       4.388e-03       0.000e+00    1
       44      38       5.423e+01       3.500e+02       4.446e-03       0.000e+00    1
       44      39       5.545e+01       3.459e+02       3.983e-03       0.000e+00    1
       44      40       5.694e+01       3.420e+02       4.315e-03       0.000e+00    1
       44      41       5.871e+01       3.383e+02       4.674e-03       0.000e+00    1
       44      42       6.076e+01       3.348e+02       4.477e-03       0.000e+00    1
       44      43       6.311e+01       3.316e+02       5.140e-03       0.000e+00    1
       44      44       6.577e+01       3.287e+02       4.647e-03       0.000e+00    1
       44      45       6.877e+01       3.259e+02       0.000e+00       0.000e+00    1
       44      46       7.215e+01       3.234e+02       0.000e+00       0.000e+00    1
       45      23       7.475e+01       4.646e+01       0.000e+00       0.000e+00    1
       45      24       7.141e+01       4.387e+01       4.941e-03       4.876e-01    0
       45      25       6.846e+01       4.109e+01       4.863e-03       2.096e-01    0
       45      26       6.587e+01       3.811e+01       5.076e-03       3.952e-01    0
       45      27       6.362e+01       3.493e+01       4.997e-03       2.013e-01    0
       45      28       6.167e+01       3.154e+01       4.380e-03       8.698e-01    0
       45      29       6.001e+01       2.796e+01       4.332e-03       2.352e-01    0
       45      30       5.865e+01       2.418e+01       4.011e-03       3.848e-01    0
       45      31       5.756e+01       2.025e+01       4.513e-03       1.739e-01    0
       45      32       5.676e+01       1.618e+01       4.241e-03       2.534e-01    0
       45      33       5.625e+01       1.200e+01       5.016e-03       0.000e+00    1
       45      34       5.602e+01       7.772e+00       4.500e-03       0.000e+00    1
       45      35       5.608e+01       3.525e+00       3.972e-03       0.000e+00    1
       45      36       5.642e+01       3.593e+02       4.262e-03       0.000e+00    1
       45      37       5.705e+01       3.552e+02       4.302e-03       0.000e+00    1
       45      38       5.796e+01       3.512e+02       4.075e-03       0.000e+00    1
       45      39       5.916e+01       3.473e+02       4.957e-03       0.000e+00    1
       45      40       6.064e+01       3.436e+02       4.745e-03       0.000e+00    1
       45      41       6.241e+01       3.401e+02       4.822e-03       0.000e+00    1
       45      42       6.448e+01       3.368e+02       5.183e-03       0.000e+00    1
       45      43       6.687e+01       3.337e+02       4.087e-03       0.000e+00    1
       45      44       6.960e+01       3.308e+02       0.000e+00       0.000e+00    1
       45      45       7.270e+01       3.281e+02       0.000e+00       0.000e+00    1
       46      25       7.269e+01       3.920e+01       3.509e-03       1.614e-01    0
       46      26       7.001e+01       3.631e+01       5.218e-03       3.068e-01    0
       46      27       6.769e+01       3.325e+01       4.586e-03       2.319e-01    0
       46      28       6.570e+01       3.000e+01       4.814e-03       2.762e-01    0
       46      29       6.402e+01       2.660e+01       4.765e-03       2.232e-01    0
       46      30       6.264e+01       2.303e+01       4.999e-03       3.736e-01    0
       46      31       6.155e+01       1.933e+01       4.420e-03       1.232e-01    0
       46      32       6.075e+01       1.552e+01       4.398e-03       3.117e-01    0
       46      33       6.024e+01       1.163e+01       4.398e-03       0.000e+00    1
       46      34       6.001e+01       7.684e+00       3.570e-03       0.000e+00    1
       46      35       6.007e+01       3.730e+00       4.688e-03       0.000e+00    1
       46      36       6.041e+01       3.598e+02       4.697e-03       0.000e+00    1
       46      37       6.104e+01       3.559e+02       5.022e-03       0.000e+00    1
       46      38       6.195e+01       3.522e+02       4.780e-03       0.000e+00    1
       46      39       6.315e+01       3.485e+02       4.555e-03       0.000e+00    1
       46      40       6.465e+01       3.450e+02       5.177e-03       0.000e+00    1
       46      41       6.646e+01       3.417e+02       4.663e-03       0.000e+00    1
       46      42       6.858e+01       3.385e+02       0.000e+00       0.000e+00    1
       46      43       7.104e+01       3.355e+02       0.000e+00       0.000e+00    1
       46      44       7.387e+01       3.327e+02       0.000e+00       0.000e+00    1
       47      26       7.461e+01       3.469e+01       0.000e+00       0.000e+00    1
       47      27       7.219e+01       3.174e+01       3.221e-03       2.519e-01    0
       47      28       7.013e+01       2.864e+01       4.661e-03       3.446e-01    0
       47      29       6.839e+01       2.539e+01       5.203e-03       1.576e-01    0
       47      30       6.698e+01       2.202e+01       4.891e-03       2.266e-01    0
       47      31       6.587e+01       1.853e+01       5.433e-03       2.054e-01    0
       47      32       6.505e+01       1.495e+01       4.264e-03       2.655e-01    0
       47      33       6.453e+01       1.130e+01       5.686e-03       0.000e+00    1
       47      34       6.430e+01       7.607e+00       4.264e-03       0.000e+00    1
       47      35       6.436e+01       3.909e+00       5.127e-03       0.000e+00    1
       47      36       6.471e+01       2.320e-01       5.161e-03       0.000e+00    1
       47      37       6.534e+01       3.566e+02       4.898e-03       0.000e+00    1
       47      38       6.628e+01       3.531e+02       5.221e-03       0.000e+00    1
       47      39       6.751e+01       3.496e+02       4.379e-03       0.000e+00    1
       47      40       6.905e+01       3.463e+02       0.000e+00       0.000e+00    1
       47      41       7.092e+01       3.431e+02       0.000e+00       0.000e+00    1
       47      42       7.312e+01       3.401e+02       0.000e+00       0.000e+00    1
       48      29       7.324e+01       2.432e+01       0.000e+00       0.000e+00    1
       48      30       7.176e+01       2.112e+01       0.000e+00       0.000e+00    1
       48      31       7.061e+01       1.782e+01       0.000e+00       0.000e+00    1
       48      32       6.976e+01       1.444e+01       3.504e-03       2.655e-01    0
       48      33       6.922e+01       1.101e+01       4.672e-03       0.000e+00    1
       48      34       6.899e+01       7.540e+00       3.504e-03       0.000e+00    1
       48      35       6.905e+01       4.066e+00       3.215e-03       0.000e+00    1
       48      36       6.940e+01       6.095e-01       0.000e+00       0.000e+00    1
       48      37       7.006e+01       3.572e+02       0.000e+00       0.000e+00    1
       48      38       7.103e+01       3.538e+02       0.000e+00       0.000e+00    1
       48      39       7.231e+01       3.506e+02       0.000e+00       0.000e+00    1
       48      40       7.392e+01       3.474e+02       0.000e+00       0.000e+00    1
       49      32       7.498e+01       1.399e+01       0.000e+00       0.000e+00    1
       49      33       7.442e+01       1.075e+01       0.000e+00       0.000e+00    1
       49      34       7.417e+01       7.481e+00       0.000e+00       0.000e+00    1
       49      35       7.423e+01       4.205e+00       0.000e+00       0.000e+00    1
       49      36       7.460e+01       9.442e-01       0.000e+00       0.000e+00    1
